,Precio,Marca,Modelo,Motor,Potencia,Km,Ciudad,Año,Image
277,46.000,Land Rover,2.0D I4 MHEV HSE,Diesel,163,10,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/6/medium/17cf0fe76584a0df410ea5019e5af54d.jpg
278,68.400,Land Rover,2.0SD4 SE Aut.,Diesel,240,10,Salamanca,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/16/f/medium/a238900664fb7f23a18a5eba33abafab.jpg
279,102.825,Land Rover,2.0 Si4 PHEV HSE,Híbrido,404,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/14/6/medium/8014b45ce195c6617a1f33129e9b3a3e.JPG
280,50.925,Land Rover,2.0D I4 Standard,Diesel,163,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/07/2/medium/bc6159c06afc9818a5dc7c2326952878.JPG
281,112.000,Land Rover,3.0D I6 MHEV Vogue,Diesel,350,4.851,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/9/medium/0311538033346828-foto1.jpg
282,112.000,Land Rover,3.0D I6 MHEV Vogue,Diesel,350,4.851,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311539023346828-foto1.jpg
283,53.900,Land Rover,2.0D MHEV,Diesel,180,4.053,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/a/medium/0311537791305878-foto1.jpg
284,52.395,Lexus,ES 300h F-Sport,Híbrido,218,8.759,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/12/7/medium/03006099911636650774197.jpg
285,48.600,Lexus,UX 250h Luxury 2WD,Híbrido,184,10.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/06/8/medium/02947058131633451239473.jpg
286,57.995,Lexus,RX 450h Business,Híbrido,313,6.935,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/20/f/medium/03016422691637347119522.jpg
287,64.500,Lexus,RX 450h F Sport,Híbrido,313,5.000,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/6/medium/0311547359739810-692548_1_281696x128029_.JPG
288,36.909,Lexus,NX 300h Executive,Híbrido,197,6.952,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/18/2/medium/031097065316634701_01.jpg
289,32.790,Lexus,UX 250h Business 2WD,Híbrido,184,30,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/a/medium/03123228966e913af37634191766f65fdbbfb3c848-6441436-a8f598e875d5749e3dde1b634992b7fc34ec90d6-vehicle-gallery-big.jpg
290,33.500,Lexus,UX 300e Business,Eléctrico,204,1,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/5/medium/0311548369744425-744425_1_281696x128029_.JPG
291,91.895,Lexus,LS 500h Luxury Art,Híbrido,359,9.770,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/19/e/medium/03015178271637238650459.jpg
292,74.995,Lexus,RX 450h Luxury,Híbrido,313,8.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/26/1/medium/02977248871635179653008.jpg
293,25.900,Lexus,CT 200h Executive,Híbrido,136,2.000,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/21/3/medium/0287458549017b6350-adb2-0c36-edf9-4f1fc62198a7.jpg
294,36.700,Lexus,NX 300h Business 2WD,Híbrido,197,5.500,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/25/8/medium/2278549766017a3f12-b57c-6266-4bba-6cb6036eabe7.jpg
295,35.995,Lexus,UX 300e Business,Eléctrico,204,600,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/03/6/medium/22748706250179cc7d-4868-fbb1-39ac-b3fa6824f327.jpg
296,38.800,Lexus,NX 300h Executive,Híbrido,197,9.951,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311564821495349-1.png
297,37.900,Lexus,UX 300e Business,Eléctrico,204,1.150,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/f/medium/031155925592277-WhatsApp_Image_2021-07-22_at_10.14.16.jpeg
298,48.400,Lexus,UX 300e Business,Eléctrico,204,250,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/23/2/medium/029727502501_1625170816_438.jpg
299,38.400,Lexus,NX 300h Premium 2WD,Híbrido,197,10,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2021/02/03/3/medium/621b7aa45eaf686d5a426c8061049f6b.jpeg
300,58.900,Lexus,RX 450h Business,Híbrido,313,1.000,Castellon,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/19/d/medium/0301482033640x480.jpg
301,31.500,Lexus,UX 250h Business,Híbrido,184,4.432,Burgos,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/20/c/medium/0301599331640x480.jpg
302,31.500,Lexus,UX 250h Business,Híbrido,184,4.657,Burgos,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/20/5/medium/0301599305640x480.jpg
303,34.900,Lexus,NX 300h Business 2WD,Híbrido,197,9.412,Burgos,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/20/9/medium/0301599249640x480.jpg
304,22.990,Mazda,CX-30 2.0 Skyactiv-X Zenith,Gasolina,180,6.837,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/26/6/medium/031231791015f8e8d867dafa8ba14e6c3088b5c9b1-5869446-2aa5a356158c44156ad0ff86776ac2082352b14c-wc-265.jpg
305,24.500,Mazda,CX-30 2.0 Skyactiv-X,Gasolina,186,4.352,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/8/medium/f2d65dc17e3bf56a2ae597eeb23d91e3.jpg
306,25.300,Mazda,3 Sedán 2.0 Skyactiv-X,Gasolina,180,100,Alava,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/4/medium/421df5a8fab3d2b08c67736f13de5480.png
307,26.600,Mazda,CX-30 2.0 Skyactiv-X,Gasolina,186,5,Avila,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/07/e/medium/88037fc7b6ffdebcea7d8d9dc2e111ac.jpg
308,32.300,Mazda,CX-5 2.2 Skyactiv-D,Diesel,150,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/21/8/medium/174276528e9002da62a9f9ec3f37cd43.jpg
309,29.800,Mazda,CX-5 2.0 Skyactiv-G,Gasolina,165,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/7/medium/75a42cac2908d502912f8ec9de153e08.jpg
310,29.500,Mazda,CX-5 2.0 Skyactiv-G,Gasolina,165,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/c/medium/c80e8b72df443034341d8896830c0cb4.jpg
311,29.800,Mazda,CX-5 2.0 Skyactiv-G,Gasolina,165,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/25/1/medium/74edd42db856680da050db67870c7ff9.jpg
312,23.900,Mazda,CX-30 2.0 Skyactiv-G,Gasolina,122,9.320,Zaragoza,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/30/9/medium/0307777539m_img_114_2046_39483_1624443367.jpg
313,25.500,Mazda,CX-30 2.0 Skyactiv-X Zenith,Gasolina,180,4.023,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/031155933586129-IMG_20211104_102137.jpg
314,25.000,Mazda,CX-30 2.0 Skyactiv-X,Gasolina,180,40,Ourense,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/26/d/medium/0307233111017dec2e-4813-71a4-6b6e-819309ab1a72.jpg
315,26.600,Mazda,CX-30 2.0 Skyactiv-X Zenith,Gasolina,180,3.827,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311534481177538-1.JPG
316,22.590,Mazda,CX-30 2.0 Skyactiv-G Origin,Gasolina,122,7.954,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/0/medium/031232104448d6d6a29792b8e51f5dda4607a44821-6346662-a8f598e875d5749e3dde1b634992b7fc34ec90d6-vehicle-gallery-big.jpg
317,22.890,Mazda,CX-30 2.0 Skyactiv-G Origin,Gasolina,122,7.389,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/9/medium/0312321042e848e43a0bee28c4d665f4b4ae926606-6084715-a8f598e875d5749e3dde1b634992b7fc34ec90d6-vehicle-gallery-big.jpg
318,23.500,Mazda,CX-30 2.0 Skyactiv-G,Gasolina,122,7.725,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/7/medium/031096380715415603_01.jpg
319,23.990,Mazda,MX-30 e-Skyactiv Evolution,Eléctrico,143,6.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/11/9/medium/deb6b59607e04537471dff766530e848.jpg
320,23.900,Mazda,CX-30 2.0 Skyactiv-G,Gasolina,122,4.050,Zaragoza,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/27/e/medium/0297776475m_img_114_2035_39259_1624270170.jpg
321,23.900,Mazda,CX-30 2.0 Skyactiv-G Zenith,Gasolina,122,9.703,Alava,2020,https://imgs.coches.com/coches/fotos/usados/2021/09/18/7/medium/0291498905384dce3b-792b-4fde-8f0d-afb8e25bf0a2_original.jpg
322,27.400,Mazda,CX-30 2.0 Skyactiv-X,Gasolina,186,10,Avila,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/07/0/medium/fe583b1f1b3b8ad4dcabb5d038ccb701.jpg
323,27.500,Mazda,CX-30 2.0 Skyactiv-X Zenith,Gasolina,186,11,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/031155925792931-IMG_3014.jpg
324,62.900,Mercedes,Clase C Coupé 43 AMG,Gasolina,390,5.750,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/18/7/medium/0301406251d649d80a1975cd2ff2113147e5522b9f_original.jpg
325,49.895,Mercedes,Clase C 200 9G-Tronic,Gasolina,204,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/13/a/medium/f30de2a0eeb57578a2d2a7828d7a34e2.PNG
326,72.995,Mercedes,EQC 400 4MATIC,Eléctrico,408,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/14/7/medium/b704d8964603ed955b3f8e36c84a3a8a.jpg
327,62.490,Mercedes,Clase GLC Coupé 200,Gasolina,197,6.900,Jaen,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/15/b/medium/03054179611F986594_012.jpg
328,41.995,Mercedes,Clase A 250e Sedán,Híbrido,160,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/29/a/medium/a92846d39806e26998d69767b3dc2690.PNG
329,70.200,Mercedes,Clase CLA 35 AMG 4Matic+,Gasolina,306,0,Sevilla,2022,https://imgs.coches.com/coches/fotos/usados/2021/09/18/b/medium/029143202501s.JPG
330,39.900,Mercedes,Clase B 250e 8G-DCT,Híbrido,218,5,Asturias,2020,https://imgs.coches.com/coches/fotos/usados/2021/06/10/6/medium/0275997865W1K2470861J177032_1.jpg
331,84.500,Mercedes,Clase S 350d 9G-Tronic,Diesel,286,2,Huelva,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/28/d/medium/02981063051.jpg
332,64.595,Mercedes,Clase GLC 300de 4Matic,Híbrido,317,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/22/0/medium/b3f27ae15da93086935beed0034e13fe.PNG
333,37.000,Mercedes,Clase A 250e 8G-DCT,Híbrido,218,1.000,Asturias,2020,https://imgs.coches.com/coches/fotos/usados/2021/06/05/c/medium/0275151713W1K1770861J261221_1.jpg
334,70.296,Mercedes,EQC 400 4MATIC,Eléctrico,408,30,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/b/medium/475e765b8f255d40d5fb2e06efbda378.jpg
335,35.650,Mercedes,Clase A 180d 7G-DCT,Diesel,116,1,Guadalajara,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/11/c/medium/03bbac746aecaa87a9651626813eccce.jpg
336,44.900,Mercedes,Clase C 200d 9G-Tronic,Diesel,160,0,Ciudad Real,2022,https://imgs.coches.com/coches/fotos/usados/2021/11/09/0/medium/0299973665Captura1.JPG
337,66.600,Mercedes,Clase GLC Coupé 300de,Híbrido,317,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/30/f/medium/0293684141Captura1.JPG
338,37.800,Mercedes,Clase GLA 180 7G-DCT,Gasolina,136,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/23/a/medium/0282949840captura1.JPG
339,53.600,Mercedes,Clase GLC Coupé 200d,Diesel,163,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/03/2/medium/0289363287IMG_1592.JPG
340,38.435,Mercedes,Clase A 200d 8G-DCT,Diesel,150,1,Guadalajara,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/11/f/medium/c1aed6a4287284802d7526790cb7e0a6.jpg
341,69.995,Mercedes,Clase GLA AMG 45 S,Gasolina,422,7,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/20/9/medium/0301585177WDC1569521J548748_1.jpg
342,29.995,Mercedes,Clase A 250e 8G-DCT,Híbrido,218,4.000,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/14/d/medium/030529937581631669204b47219118c4c31d99667b_original.jpg
343,29.995,Mercedes,Clase A 250e 8G-DCT,Híbrido,218,4.000,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/14/4/medium/0305299371465318865ea3527b1535fc2fb6d2d8d4_original.jpg
344,11.200,Mitsubishi,Space 120 MPI Motion,Gasolina,71,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/2/medium/b0ede314930027d392e10b8cd50ae908.jpeg
345,10.800,Mitsubishi,Space 120 MPI Motion,Gasolina,71,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/e/medium/b55a2431543917ad9d1fc86ca2084f2e.jpg
346,21.000,Mitsubishi,ASX 200 MPI Spirit,Gasolina,150,6,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/c/medium/0e4cbcc183fd1fcd804af1135539431c.jpg
347,40.500,Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/6/medium/0da3be8afa80b77a192ed6523111818e.jpg
348,33.500,Mitsubishi,PHEV Motion 4WD,Híbrido,230,10.000,Valencia,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/05/9/medium/29ccd53ce28013eafab545284108a60e.JPG
349,34.900,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,188,1.300,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/4/medium/030631650501_1640019939_038.jpg
350,11.539,Mitsubishi,Space 120 MPI Motion,Gasolina,80,9.787,Asturias,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311562707411509-1.jpg
351,38.500,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,188,870,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311562711470352-1.jpg
352,29.900,Mitsubishi,150 T Kaiteki 4WD,Gasolina,163,10,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/1/medium/0311562713477045-1.jpg
353,36.900,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,188,8.800,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/9/medium/03047652491880LNH_01.jpg
354,34.990,Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,9.990,Granada,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/19/e/medium/03014547590406LRM-1.png
355,31.000,Mitsubishi,150 T Kaiteki Black,Gasolina,163,0,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/d/medium/0305629841JMBXJGK1WLZ003618-03.jpg
356,31.000,Mitsubishi,150 T Kaiteki Black,Gasolina,163,0,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/1/medium/0305575069JMBXJGK1WLZ003618-03.jpg
357,35.600,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,230,9.600,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/16/5/medium/02962092839487LMV_01.png
358,35.990,Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,475,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/24/f/medium/fd118e4c42f04bbf08e2616305b6801f.jpg
359,34.800,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,230,9.900,Guadalajara,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/15/c/medium/f8fd0a353b720d3a0be9417cc4bd004e.JPG
360,22.500,Mitsubishi,ASX 200 MPI Spirit,Gasolina,150,30,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/29/7/medium/0307684883017e01c5-2349-088b-10ca-bedf272a6be9.jpg
361,38.900,Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,8.300,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/05/9/medium/0563aec386bfb1dd20e18ea0597f30c4.JPG
362,37.000,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,230,44,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/24/2/medium/0306864011017de82d-8ecb-48b5-0706-fb54505fef41.jpg
363,37.900,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,230,5,Valladolid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/1/medium/0309837807017ccb57-3443-1b24-8e6a-9b53fd22553d.jpg
364,48.990,MINI,Mini Mini John Cooper Works,Gasolina,306,3.500,Pontevedra,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/20/1/medium/0eb3ce3705d52c8595aa8cc4eb1afeb7.JPG
365,29.890,MINI,Mini Countryman Mini Cooper SE ALL4,Híbrido,220,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/0/medium/f45fe6992f04f8c940ca264a6d6370dc.JPG
366,29.985,MINI,Mini Mini Cooper S 131kW Aut.,Gasolina,178,7.490,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/16/3/medium/031059429515920808_01.jpg
367,29.500,MINI,Mini Mini Cooper SE,Eléctrico,184,4.023,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/8/medium/ab411c1cf37b2ab2fd7301fd49fc6b3e.jpg
368,30.900,MINI,Mini Mini Cooper Aut.,Gasolina,136,919,Illes Balears,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/7/medium/0311553783248159-3468lgw_photo_07.jpg
369,29.900,MINI,Mini Mini Cooper,Gasolina,136,17,Illes Balears,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311553435243655-5010lry_photo_11.jpg
370,46.990,MINI,Mini Mini John Cooper Works,Gasolina,306,7.000,Tenerife,2020,https://imgs.coches.com/coches/fotos/usados/2021/01/14/4/medium/a25f91ec7803126f742864ea2ce51d78.jpg
371,30.800,MINI,Mini Mini Cooper SE,Eléctrico,184,342,Leon,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/9/medium/0311435411m_img_157_4043_01_1642656172.jpg
372,34.990,MINI,Mini Mini John Cooper Works,Gasolina,231,9.581,Badajoz,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/11/c/medium/3026466dfee4dc0adac92dd3d20537ad.jpg
373,29.900,MINI,Mini Mini Cooper SE,Eléctrico,184,0,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/16/a/medium/0276972663m_img_157_1947_01_1623743165.jpg
374,31.716,MINI,Mini Countryman Mini One D,Diesel,116,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/8/medium/48600a90c538a1cd5d4a5b5404745615.JPG
375,49.368,MINI,Mini Mini Cabrio John Cooper,Gasolina,231,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/e86df051f29676b3f490364294d007ff.JPG
376,45.520,MINI,Mini Countryman Mini Cooper SE ALL4,Híbrido,220,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/4/medium/fddf7b305a3304763b0b5193065704ac.JPG
377,40.527,MINI,Mini Mini Cabrio Cooper S Aut.,Gasolina,178,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/5/medium/aba7ab695ca304c7a64380a0c5a8d011.JPG
378,31.656,MINI,Mini Mini Cooper S,Gasolina,178,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/e/medium/19ed97c47196c43124efb3403071a80b.JPG
379,30.300,MINI,Mini Mini Cooper,Gasolina,136,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/9/medium/d38979d6baffc07efa7f37a35ccbb395.JPG
380,26.937,MINI,Mini Mini Cooper,Gasolina,136,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/8/medium/a0fee1a9ff78fa7e0f8c6d87e7aabd81.JPG
381,37.710,MINI,Mini Mini Cabrio John Cooper,Gasolina,231,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/5/medium/9eff54cf6f5c2f6ea0b9da1a7fd05b17.JPG
382,28.390,MINI,Mini Mini Cooper Aut.,Gasolina,136,76,Illes Balears,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/f/medium/0311553375243547-7395lsm_photo_07.jpg
383,33.500,MINI,Mini Mini Cooper Aut.,Gasolina,136,0,Cantabria,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/05/c/medium/0308795311m_img_157_2171_01_1641275362.jpg
384,25.569,Nissan,Navara 2.3dCi Doble Cabina,Diesel,161,1,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/8/medium/0311563093498766-ex0.jpg
385,15.344,Nissan,Micra IG-T Acenta 92,Gasolina,92,1,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311563089498715-portada.jpg
386,24.990,Nissan,X-Trail 1.3 DIG-T Acenta 4x2,Gasolina,160,15,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/12/e/medium/029552909714345611_01.jpg
387,31.395,Nissan,Leaf 62 kWh e+,Eléctrico,218,714,Valencia,2020,https://imgs.coches.com/coches/fotos/usados/2021/09/14/d/medium/029084710113555855_01.jpg
388,22.331,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,1,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/a/medium/0311563091498737-iris_28629.jpg
389,22.331,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,1,"Rioja, La",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311563015498737-iris_28629.jpg
390,22.331,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,1,Cantabria,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311563003498737-iris_28629.jpg
391,15.550,Nissan,Micra IG-T Acenta 92,Gasolina,92,1,Valencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/e/medium/03109133212ba5e4c8-27e6-421f-ba07-daee7e855397_original.jpg
392,28.595,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/b/medium/0309805477017e436f-6e0d-42a4-20e8-490de4b7b8ed.jpg
393,18.900,Nissan,Juke 1.0 DIG-T,Gasolina,114,1,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311563761158610-1.jpg
394,18.990,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,10,"Rioja, La",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311562787426058-1b.JPG
395,18.990,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,10,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311562683426058-1b.JPG
396,29.300,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/f/medium/0310100439017e4f90-c930-8946-b82b-7ae4c51154d0.jpg
397,29.000,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/a/medium/0310100433017e4f90-457a-73db-00ac-3cce057b75c3.jpg
398,18.990,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,10,Cantabria,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/7/medium/0311562247426058-1b.JPG
399,29.900,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/0310100387017e4f85-8b52-171a-b0e4-42fd210d2933.jpg
400,27.900,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/2/medium/0310100349017e4f83-cb26-4709-c8c6-36cf5eacc1bf.jpg
401,19.900,Nissan,Juke 1.0 DIG-T,Gasolina,114,519,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311563745159168-1.jpg
402,30.250,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/3/medium/0310236615017e5462-d1ce-2523-a14d-7b278453b90b.jpg
403,30.600,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/b/medium/0310236671017e5463-569e-260d-6d3b-f44f76d34ab3.jpg
404,28.900,Opel,Grandland PHEV 1.6 Turbo,Híbrido,225,3,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/03/26/4/medium/0262963539017868da-86d2-f662-f69a-a6038e802492.jpg
405,27.750,Opel,Mokka -e GS Line-e,Eléctrico,136,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/10/a/medium/48b367f14484f6609abb14c0e966ede3.JPG
406,29.990,Opel,Grandland PHEV 1.6 Turbo,Híbrido,225,3.500,Valladolid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/7/medium/031087847916444962_01.jpg
407,21.950,Opel,Mokka 1.2T S&S Business,Gasolina,130,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/0/medium/e5f9a3f297b6c26092299aa1d29d8402.JPG
408,17.950,Opel,Corsa 1.5D DT S/S GS-Line,Diesel,102,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/f/medium/4f70b09e9f3aa11059c852942d8868d8.JPG
409,14.700,Opel,Corsa 1.2T XHL S/S,Gasolina,100,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/11/3/medium/030481174715887307_01.jpg
410,24.990,Opel,Corsa -e Edition-e,Eléctrico,136,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/11/4/medium/030481176715887382_01.jpg
411,18.600,Opel,Mokka 1.2T S&S Edition,Gasolina,100,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/11/0/medium/030481175115887325_01.jpg
